"added_route_id","trip_id"
"442","33882361"
"441","33882365"
"442","33882365"
"441","33882370"
"442","33882370"
"441","33882367"
"442","33882367"
"441","33882438"
"442","33882438"
"441","33882386"
"442","33882386"
"441","33882388"
"442","33882388"
"441","33882362"
"442","33882362"
"441","33882366"
"442","33882366"
"62","33670980"
"76","33670980"
"62","33670982"
"76","33670982"
"62","33670984"
"76","33670984"
"62","33670986"
"76","33670986"
"62","33670978"
"76","33670978"
"62","33670964"
"76","33670964"
"62","33670976"
"76","33670976"
"62","33670966"
"76","33670966"
"62","33670972"
"76","33670972"
"62","33670970"
"76","33670970"
"62","33670968"
"76","33670968"
"62","33670974"
"76","33670974"
"62","33670975"
"76","33670975"
"62","33670977"
"76","33670977"
"62","33670973"
"76","33670973"
"62","33670979"
"76","33670979"
"62","33670965"
"76","33670965"
"62","33670985"
"76","33670985"
"62","33670969"
"76","33670969"
"62","33670983"
"76","33670983"
"62","33670971"
"76","33670971"
"62","33670981"
"76","33670981"
"62","33670967"
"76","33670967"
"62","33670963"
"76","33670963"
"72","33671580"
"75","33671580"
"72","33675427"
"75","33675427"
"72","33671034"
"75","33671034"
"72","33671036"
"75","33671036"
"72","33671578"
"75","33671578"
"72","33671044"
"75","33671044"
"72","33671576"
"75","33671576"
"72","33671040"
"75","33671040"
"72","33671042"
"75","33671042"
"72","33671048"
"75","33671048"
"72","33671046"
"75","33671046"
"72","33671038"
"75","33671038"
"72","33675405"
"75","33675405"
"72","33675381"
"75","33675381"
"72","33675383"
"75","33675383"
"72","33675385"
"75","33675385"
"72","33675387"
"75","33675387"
"72","33675389"
"75","33675389"
"72","33675391"
"75","33675391"
"72","33675393"
"75","33675393"
"72","33675395"
"75","33675395"
"72","33675397"
"75","33675397"
"72","33675399"
"75","33675399"
"72","33675415"
"75","33675415"
"72","33675403"
"75","33675403"
"72","33675425"
"75","33675425"
"72","33675407"
"75","33675407"
"72","33675409"
"75","33675409"
"72","33675411"
"75","33675411"
"72","33671574"
"75","33671574"
"72","33671608"
"75","33671608"
"72","33675417"
"75","33675417"
"72","33675419"
"75","33675419"
"72","33675421"
"75","33675421"
"72","33671030"
"75","33671030"
"72","33675423"
"75","33675423"
"72","33671032"
"75","33671032"
"72","33675401"
"75","33675401"
"72","33671594"
"75","33671594"
"72","33671588"
"75","33671588"
"72","33671590"
"75","33671590"
"72","33671586"
"75","33671586"
"72","33671584"
"75","33671584"
"72","33671582"
"75","33671582"
"72","33671592"
"75","33671592"
"72","33675413"
"75","33675413"
"72","33671618"
"75","33671618"
"72","33671616"
"75","33671616"
"72","33671610"
"75","33671610"
"72","33671602"
"75","33671602"
"72","33671600"
"75","33671600"
"72","33671620"
"75","33671620"
"72","33671606"
"75","33671606"
"72","33671614"
"75","33671614"
"72","33671604"
"75","33671604"
"72","33671612"
"75","33671612"
"72","33671596"
"75","33671596"
"72","33671598"
"75","33671598"
"72","33671613"
"75","33671613"
"72","33671621"
"75","33671621"
"72","33671619"
"75","33671619"
"72","33671615"
"75","33671615"
"72","33671611"
"75","33671611"
"72","33671609"
"75","33671609"
"72","33671617"
"75","33671617"
"72","33671581"
"75","33671581"
"72","33671587"
"75","33671587"
"72","33671591"
"75","33671591"
"72","33671033"
"75","33671033"
"72","33675404"
"75","33675404"
"72","33671589"
"75","33671589"
"72","33671043"
"75","33671043"
"72","33675406"
"75","33675406"
"72","33675408"
"75","33675408"
"72","33671041"
"75","33671041"
"72","33675410"
"75","33675410"
"72","33675412"
"75","33675412"
"72","33671045"
"75","33671045"
"72","33671039"
"75","33671039"
"72","33675402"
"75","33675402"
"72","33671585"
"75","33671585"
"72","33675416"
"75","33675416"
"72","33671583"
"75","33671583"
"72","33671037"
"75","33671037"
"72","33675418"
"75","33675418"
"72","33675428"
"75","33675428"
"72","33675420"
"75","33675420"
"72","33675422"
"75","33675422"
"72","33671031"
"75","33671031"
"72","33675426"
"75","33675426"
"72","33671035"
"75","33671035"
"72","33675424"
"75","33675424"
"72","33675414"
"75","33675414"
"72","33671575"
"75","33671575"
"72","33675384"
"75","33675384"
"72","33671601"
"75","33671601"
"72","33671579"
"75","33671579"
"72","33671599"
"75","33671599"
"72","33675386"
"75","33675386"
"72","33671577"
"75","33671577"
"72","33671605"
"75","33671605"
"72","33675400"
"75","33675400"
"72","33675390"
"75","33675390"
"72","33671603"
"75","33671603"
"72","33675382"
"75","33675382"
"72","33675388"
"75","33675388"
"72","33675392"
"75","33675392"
"72","33671049"
"75","33671049"
"72","33671595"
"75","33671595"
"72","33675394"
"75","33675394"
"72","33671607"
"75","33671607"
"72","33675396"
"75","33675396"
"72","33671593"
"75","33671593"
"72","33671047"
"75","33671047"
"72","33675398"
"75","33675398"
"72","33671597"
"75","33671597"
"CR-Lowell","CR-Weekday-Fall-16-221"
"CR-Haverhill","CR-Weekday-Fall-16-221"
"CR-Fairmount","CR-Weekday-Fall-16-790"
"CR-Franklin","CR-Weekday-Fall-16-790"
"CR-Fairmount","CR-Weekday-Fall-16-746"
"CR-Franklin","CR-Weekday-Fall-16-746"
