"added_route_id","trip_id"
"216","33802137"
"214","33801630"
"216","33801630"
"214","33801592"
"216","33801592"
"214","33801594"
"216","33801594"
"214","33800571"
"216","33800571"
"214","33801628"
"216","33801628"
"214","33802333"
"216","33802333"
"214","33801624"
"216","33801624"
"214","33800530"
"216","33800530"
"214","33802142"
"216","33802142"
"214","33802144"
"216","33802144"
"214","33800529"
"216","33800529"
"214","33800528"
"216","33800528"
"214","33802104"
"216","33802104"
"214","33800527"
"216","33800527"
"214","33801622"
"216","33801622"
"214","33801595"
"216","33801595"
"214","33802132"
"216","33802132"
"214","33857792"
"216","33857792"
"214","33802103"
"216","33802103"
"214","33800566"
"216","33800566"
"214","33801425"
"216","33801425"
"214","33801634"
"216","33801634"
"214","33800573"
"216","33800573"
"214","33800567"
"216","33800567"
"214","33801582"
"216","33801582"
"214","33857628"
"216","33857628"
"214","33801632"
"216","33801632"
"214","33800568"
"216","33800568"
"214","33801641"
"216","33801641"
"214","33801639"
"216","33801639"
"214","33801637"
"216","33801637"
"214","33800570"
"216","33800570"
"214","33801502"
"216","33801502"
"214","33800569"
"216","33800569"
"214","33783778"
"216","33783778"
"214","33783707"
"216","33783707"
"214","33783786"
"216","33783786"
"214","33783784"
"216","33783784"
"214","33783785"
"216","33783785"
"214","33783782"
"216","33783782"
"214","33783781"
"216","33783781"
"214","33783780"
"216","33783780"
"214","33783779"
"216","33783779"
"214","33783708"
"216","33783708"
"214","33783783"
"216","33783783"
"214","33783706"
"216","33783706"
"214","33783705"
"216","33783705"
"214","33857708"
"216","33857708"
"214","33801618"
"216","33801618"
"214","33857699"
"216","33857699"
"214","33801620"
"216","33801620"
"214","33857701"
"216","33857701"
"214","33857791"
"216","33857791"
"214","33857704"
"216","33857704"
"214","33857788"
"216","33857788"
"214","33857782"
"216","33857782"
"214","33801606"
"216","33801606"
"214","33857789"
"216","33857789"
"214","33857688"
"216","33857688"
"214","33857784"
"216","33857784"
"214","33857780"
"216","33857780"
"214","33857668"
"216","33857668"
"214","33801353"
"216","33801353"
"214","33801702"
"216","33801702"
"214","33857679"
"216","33857679"
"214","33801580"
"216","33801580"
"214","33801698"
"216","33801698"
"214","33801578"
"216","33801578"
"214","33801704"
"216","33801704"
"214","33801694"
"216","33801694"
"214","33801588"
"216","33801588"
"214","33857666"
"216","33857666"
"214","33801690"
"216","33801690"
"214","33857665"
"216","33857665"
"214","33802120"
"216","33802120"
"214","33801317"
"216","33801317"
"214","33857623"
"216","33857623"
"214","33801310"
"216","33801310"
"214","33857627"
"216","33857627"
"214","33801614"
"216","33801614"
"214","33801612"
"216","33801612"
"214","33801358"
"216","33801358"
"214","33801610"
"216","33801610"
"214","33801356"
"216","33801356"
"214","33801355"
"216","33801355"
"214","33801586"
"216","33801586"
"214","33801350"
"216","33801350"
"214","33801616"
"216","33801616"
"214","33801604"
"216","33801604"
"214","33801713"
"216","33801713"
"214","33801602"
"216","33801602"
"214","33801346"
"216","33801346"
"214","33801600"
"216","33801600"
"214","33801344"
"216","33801344"
"214","33801608"
"216","33801608"
"214","33802229"
"216","33802229"
"214","33802220"
"216","33802220"
"214","33801463"
"216","33801463"
"214","33857924"
"216","33857924"
"214","33801457"
"216","33801457"
"214","33800652"
"216","33800652"
"214","33800654"
"216","33800654"
"214","33802231"
"216","33802231"
"214","33800655"
"216","33800655"
"214","33857902"
"216","33857902"
"214","33802055"
"216","33802055"
"214","33802225"
"216","33802225"
"214","33802223"
"216","33802223"
"214","33801435"
"216","33801435"
"214","33802221"
"216","33802221"
"214","33802131"
"216","33802131"
"214","33802140"
"216","33802140"
"214","33802334"
"216","33802334"
"214","33801501"
"216","33801501"
"214","33802136"
"216","33802136"
"214","33802133"
"216","33802133"
"214","33802097"
"216","33802097"
"214","33800653"
"216","33800653"
"214","33802100"
"216","33802100"
"214","33802233"
"216","33802233"
"214","33857793"
"216","33857793"
"214","33802111"
"216","33802111"
"214","33802356"
"216","33802356"
"214","33802358"
"216","33802358"
"214","33857926"
"216","33857926"
"214","33800656"
"216","33800656"
"214","33802098"
"216","33802098"
"214","33857801"
"216","33857801"
"214","33800577"
"216","33800577"
"214","33800578"
"216","33800578"
"214","33800648"
"216","33800648"
"214","33800575"
"216","33800575"
"214","33801424"
"216","33801424"
"214","33800576"
"216","33800576"
"214","33800649"
"216","33800649"
"214","33857799"
"216","33857799"
"214","33800650"
"216","33800650"
"214","33802212"
"216","33802212"
"214","33802214"
"216","33802214"
"214","33802216"
"216","33802216"
"214","33802059"
"216","33802059"
"214","33857797"
"216","33857797"
"214","33800651"
"216","33800651"
"24","33754615"
"27","33754615"
"24","33755324"
"27","33755324"
"24","33755323"
"27","33755323"
"24","33755322"
"27","33755322"
"24","33756640"
"27","33756640"
"24","33756642"
"27","33756642"
"24","33755321"
"27","33755321"
"24","33754618"
"27","33754618"
"24","33754613"
"27","33754613"
"24","33754616"
"27","33754616"
"24","33755327"
"27","33755327"
"24","33754614"
"27","33754614"
"24","33754611"
"27","33754611"
"24","33754612"
"27","33754612"
"24","33755326"
"27","33755326"
"24","33754617"
"27","33754617"
"24","33754619"
"27","33754619"
"24","33754621"
"27","33754621"
"24","33755325"
"27","33755325"
"24","33754620"
"27","33754620"
"24","33755049"
"27","33755049"
"24","33756632"
"27","33756632"
"24","33756634"
"27","33756634"
"24","33756636"
"27","33756636"
"24","33756638"
"27","33756638"
"24","33755331"
"27","33755331"
"24","33755328"
"27","33755328"
"24","33755329"
"27","33755329"
"24","33755330"
"27","33755330"
"24","33751335"
"27","33751335"
"24","33751339"
"27","33751339"
"24","33754339"
"27","33754339"
"24","33751333"
"27","33751333"
"24","33753301"
"27","33753301"
"24","33751331"
"27","33751331"
"24","33753314"
"27","33753314"
"24","33753313"
"27","33753313"
"24","33753312"
"27","33753312"
"24","33753311"
"27","33753311"
"24","33753310"
"27","33753310"
"24","33753309"
"27","33753309"
"24","33753308"
"27","33753308"
"24","33753307"
"27","33753307"
"24","33753305"
"27","33753305"
"24","33753304"
"27","33753304"
"24","33753303"
"27","33753303"
"24","33753583"
"27","33753583"
"24","33753302"
"27","33753302"
"24","33751341"
"27","33751341"
"24","33753300"
"27","33753300"
"24","33753299"
"27","33753299"
"24","33753298"
"27","33753298"
"24","33753297"
"27","33753297"
"24","33753296"
"27","33753296"
"24","33753295"
"27","33753295"
"24","33753294"
"27","33753294"
"24","33753593"
"27","33753593"
"24","33753591"
"27","33753591"
"24","33753589"
"27","33753589"
"24","33753587"
"27","33753587"
"24","33751337"
"27","33751337"
"24","33753585"
"27","33753585"
"24","33755334"
"27","33755334"
"24","33755335"
"27","33755335"
"24","33755336"
"27","33755336"
"24","33755337"
"27","33755337"
"24","33754625"
"27","33754625"
"24","33755339"
"27","33755339"
"24","33754622"
"27","33754622"
"24","33755340"
"27","33755340"
"24","33755341"
"27","33755341"
"24","33754626"
"27","33754626"
"24","33754627"
"27","33754627"
"24","33754628"
"27","33754628"
"24","33755199"
"27","33755199"
"24","33754629"
"27","33754629"
"24","33754630"
"27","33754630"
"24","33755338"
"27","33755338"
"24","33754489"
"27","33754489"
"24","33756637"
"27","33756637"
"24","33756641"
"27","33756641"
"24","33756635"
"27","33756635"
"24","33755332"
"27","33755332"
"24","33754624"
"27","33754624"
"24","33756639"
"27","33756639"
"24","33756643"
"27","33756643"
"24","33754631"
"27","33754631"
"24","33755010"
"27","33755010"
"24","33755333"
"27","33755333"
"24","33754623"
"27","33754623"
"24","33756633"
"27","33756633"
"24","33751332"
"27","33751332"
"24","33751342"
"27","33751342"
"24","33753332"
"27","33753332"
"24","33753323"
"27","33753323"
"24","33753582"
"27","33753582"
"24","33753584"
"27","33753584"
"24","33753586"
"27","33753586"
"24","33753588"
"27","33753588"
"24","33753325"
"27","33753325"
"24","33753322"
"27","33753322"
"24","33753326"
"27","33753326"
"24","33753321"
"27","33753321"
"24","33753592"
"27","33753592"
"24","33753320"
"27","33753320"
"24","33753319"
"27","33753319"
"24","33753316"
"27","33753316"
"24","33753317"
"27","33753317"
"24","33753590"
"27","33753590"
"24","33753331"
"27","33753331"
"24","33751336"
"27","33751336"
"24","33754300"
"27","33754300"
"24","33753334"
"27","33753334"
"24","33753594"
"27","33753594"
"24","33753324"
"27","33753324"
"24","33753333"
"27","33753333"
"24","33751334"
"27","33751334"
"24","33753318"
"27","33753318"
"24","33751338"
"27","33751338"
"24","33753330"
"27","33753330"
"24","33753329"
"27","33753329"
"24","33751340"
"27","33751340"
"24","33753328"
"27","33753328"
"24","33753327"
"27","33753327"
"24","33753315"
"27","33753315"
"32","33754026"
"33","33754026"
"32","33754175"
"33","33754175"
"37","33753055"
"38","33753055"
"37","33753026"
"38","33753026"
"37","33753077"
"38","33753077"
"37","33753037"
"38","33753037"
"37","33753068"
"38","33753068"
"37","33753048"
"38","33753048"
"40","33754484"
"50","33754484"
"40","33754483"
"50","33754483"
"40","33754485"
"50","33754485"
"40","33756778"
"50","33756778"
"40","33754488"
"50","33754488"
"40","33756779"
"50","33756779"
"40","33755198"
"50","33755198"
"40","33755197"
"50","33755197"
"40","33755196"
"50","33755196"
"40","33755195"
"50","33755195"
"40","33754473"
"50","33754473"
"40","33754482"
"50","33754482"
"40","33755183"
"50","33755183"
"40","33754487"
"50","33754487"
"40","33755194"
"50","33755194"
"40","33755193"
"50","33755193"
"40","33755192"
"50","33755192"
"40","33754486"
"50","33754486"
"40","33753479"
"50","33753479"
"40","33753481"
"50","33753481"
"40","33753478"
"50","33753478"
"40","33751479"
"50","33751479"
"40","33753476"
"50","33753476"
"40","33751480"
"50","33751480"
"40","33755184"
"50","33755184"
"40","33755185"
"50","33755185"
"40","33756775"
"50","33756775"
"40","33755186"
"50","33755186"
"40","33755187"
"50","33755187"
"40","33755191"
"50","33755191"
"40","33755189"
"50","33755189"
"40","33756781"
"50","33756781"
"40","33755190"
"50","33755190"
"40","33754479"
"50","33754479"
"40","33754474"
"50","33754474"
"40","33754475"
"50","33754475"
"40","33754476"
"50","33754476"
"40","33755188"
"50","33755188"
"40","33754478"
"50","33754478"
"40","33754480"
"50","33754480"
"40","33754481"
"50","33754481"
"40","33754477"
"50","33754477"
"40","33751476"
"50","33751476"
"40","33751482"
"50","33751482"
"40","33753480"
"50","33753480"
"40","33753474"
"50","33753474"
"40","33753475"
"50","33753475"
"40","33753477"
"50","33753477"
"441","33880801"
"442","33880801"
"441","33880809"
"442","33880809"
"441","33880802"
"442","33880802"
"441","33880806"
"442","33880806"
"441","33882364"
"442","33882364"
"441","33882371"
"442","33882371"
"441","33882363"
"442","33882363"
"441","33882368"
"442","33882368"
"441","33880805"
"442","33880805"
"441","33880804"
"442","33880804"
"441","33880803"
"442","33880803"
"441","33880770"
"442","33880770"
"441","33880799"
"442","33880799"
"441","33880808"
"442","33880808"
"441","33880798"
"442","33880798"
"441","33880896"
"442","33880896"
"441","33880824"
"442","33880824"
"441","33880826"
"442","33880826"
"441","33880800"
"442","33880800"
"441","33882332"
"442","33882332"
"441","33882360"
"442","33882360"
"441","33882361"
